htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
mdp.39015032091582,0,ic,2898787,,MIU,990028987870106381,30475426,"156689025X,9781566890250",,94012599,American visa : short stories / by Wang Ping.,"Coffee House Press, 1994.",bib,2012-06-18 19:30:16,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Wang, Ping, 1957-",https://catalog.hathitrust.org/Record/2898787,https://hdl.handle.net/2027/mdp.39015032091582,Coffee House Press,True,True,"['national endowment for the arts', 'jerome foundation', 'mcknight foundation', 'target', 'target', 'general mills foundation', 'star tribune foundation', 'star tribune foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund"", None]"
mdp.39015032147889,0,ic,2903586,,MIU,990029035860106381,29255778,"1566890217,9781566890212",,93023692,"The green lake is awake : selected poems / by Joseph Ceravolo ; editors, Larry Fagin ... [et al.].","Coffee House Press ; Distributor, Consortium Book Sales & Distribution, 1994.",bib,2012-05-22 19:30:52,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Ceravolo, Joseph, 1934-",https://catalog.hathitrust.org/Record/2903586,https://hdl.handle.net/2027/mdp.39015032147889,Coffee House Press,True,True,"['millennium dust', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund"", None]"
mdp.39015032178561,0,ic,2908536,,MIU,990029085360106381,30475454,"1566890268,9781566890267",,94012603,Decoy : poems / by Elaine Equi.,"Coffee House Press, 1994.",bib,2012-04-19 19:30:52,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Equi, Elaine.",https://catalog.hathitrust.org/Record/2908536,https://hdl.handle.net/2027/mdp.39015032178561,Coffee House Press,True,True,[]
mdp.39015032228564,0,ic,2914197,,MIU,990029141970106381,30475435,"1566890284,9781566890281",,94012602,Bone truth : a novel / by Anne Finger.,"Coffee House Press ; Distributed to the trade by Consortium Book Sales, c1994.",bib,2012-09-07 19:30:11,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Finger, Anne.",https://catalog.hathitrust.org/Record/2914197,https://hdl.handle.net/2027/mdp.39015032228564,Coffee House Press,True,True,"['target', 'target', 'general mills foundation', 'national endowment for the arts', 'jerome foundation', 'lannan foundation', 'andrew w. mellon foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'star tribune foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund""]"
mdp.39015032428420,0,ic,2876705,,MIU,990028767050106381,29319633,"1566890179,9781566890175",,93023686,Losing Absalom : a novel / by Alexs D. Pate.,"Coffee House Press, 1994.",bib,2012-06-18 19:30:16,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Pate, Alexs D., 1950-",https://catalog.hathitrust.org/Record/2876705,https://hdl.handle.net/2027/mdp.39015032428420,Coffee House Press,True,True,"['the minnesota center for book arts', 'star tribune foundation', 'mcknight foundation', 'target', 'lannan foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund"", None]"
mdp.39015032505201,0,ic,2891658,,MIU,990028916580106381,29319639,"1566890195,9781566890199",,93023689,Exposed / Cris Mazza.,"Coffee House Press ; Distributed by Consortium Book Sales & Distribution, 1994.",bib,2012-03-18 19:30:14,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Mazza, Cris.",https://catalog.hathitrust.org/Record/2891658,https://hdl.handle.net/2027/mdp.39015032505201,Coffee House Press,True,True,[]
mdp.39015032506159,0,ic,2896361,,MIU,990028963610106381,30475419,"1566890241,9781566890243",,94012597,Gunga Din highway : a novel / by Frank Chin.,"Coffee House Press ; Consortium Book Sales & Distribution [distributor], c1994.",bib,2008-11-01 23:30:14,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Chin, Frank, 1940-",https://catalog.hathitrust.org/Record/2896361,https://hdl.handle.net/2027/mdp.39015032506159,Coffee House Press,True,True,"['national endowment for the arts', 'target', 'target', 'lannan foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'star tribune foundation', 'mcknight foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015032958087,0,ic,2891659,,MIU,990028916590106381,29319653,"1566890187,9781566890182",,"93023690,93023690 //r94",Self-reliance : a novel / by Michael Brownstein.,"Coffee House Press ; Distributed by Consortium Book Sales & Distribution, 1994.",bib,2008-06-05 09:30:27,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Brownstein, Michael, 1943-",https://catalog.hathitrust.org/Record/2891659,https://hdl.handle.net/2027/mdp.39015032958087,Coffee House Press,True,True,"['target', 'target', 'lannan foundation', 'andrew w. mellon foundation', 'star tribune foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund"", None]"
mdp.39015033319032,0,ic,2960550,,MIU,990029605500106381,30913407,"1566890276,9781566890274",,94029816,Atomic ghost : poets respond to the nuclear age / edited by John Bradley ; introduction by Terry Tempest Williams.,"Coffee House Press, 1995.",bib,2012-03-21 19:30:08,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/2960550,https://hdl.handle.net/2027/mdp.39015033319032,Coffee House Press,True,True,"['target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'national endowment for the arts', None, 'st. paul companies', 'star tribune foundation', 'minnesota state arts board', 'minnesota state legislature']"
mdp.39015034229552,0,ic,2980649,,MIU,990029806490106381,31737352,"1566890330,9781566890335",,94045620,Happiness : poems / by Deborah Keenan.,"Coffee House Press ; Distributor, Consortium Book Sales & Distribution, c1995.",bib,2008-11-01 21:30:19,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Keenan, Deborah.",https://catalog.hathitrust.org/Record/2980649,https://hdl.handle.net/2027/mdp.39015034229552,Coffee House Press,True,True,[]
mdp.39015034247935,0,ic,2984003,,MIU,990029840030106381,31753877,"1566890322,9781566890328",,94048076,A .38 special and a broken heart : short-short stories / by Jonis Agee.,"Coffee House Press ; Distributor, Consortium Books Sales & Distribution, c1995.",bib,2012-06-20 10:03:28,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Agee, Jonis.",https://catalog.hathitrust.org/Record/2984003,https://hdl.handle.net/2027/mdp.39015034247935,Coffee House Press,True,True,"['bush foundation', 'target', 'general mills foundation', 'national endowment for the arts', 'jerome foundation', 'lannan foundation', 'andrew w. mellon foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'star tribune foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature']"
mdp.39015034262819,0,ic,2985676,,MIU,990029856760106381,31754335,"1566890292,9781566890298",,94045775,The weather that kills : poems / by Patricia Spears Jones.,"Coffee House Press, c1995.",bib,2009-03-25 21:30:13,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Jones, Patricia Spears, 1955-",https://catalog.hathitrust.org/Record/2985676,https://hdl.handle.net/2027/mdp.39015034262819,Coffee House Press,True,True,"['target', 'target', 'bush foundation', None, 'general mills foundation', 'jerome foundation', 'national endowment for the arts', 'lannan foundation', 'star tribune foundation', 'andrew w. mellon foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature']"
mdp.39015034861321,0,ic,3003935,,MIU,990030039350106381,31754337,"1566890306,9781566890304",,"94045776,94045776 //r95",Ex utero / Laurie Foos.,"Coffee House Press, c1995.",bib,2008-11-01 22:30:22,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Foos, Laurie, 1966-",https://catalog.hathitrust.org/Record/3003935,https://hdl.handle.net/2027/mdp.39015034861321,Coffee House Press,True,True,"['jerome foundation', 'lannan foundation', 'andrew w. mellon foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature']"
mdp.39015035012635,0,ic,3018244,,MIU,990030182440106381,32853069,"1566890365,9781566890366",,95031068,The shape of wilderness : a novel / Shelley Berc.,"Coffee House Press, 1995.",bib,2008-06-05 09:30:09,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Berc, Shelley.",https://catalog.hathitrust.org/Record/3018244,https://hdl.handle.net/2027/mdp.39015035012635,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015035021883,0,ic,3019550,,MIU,990030195500106381,32510382,"1566890349,9781566890342",,95018248,Angel strings : a novel / by Gary Eberle.,"Coffee House Press, 1995.",bib,2008-11-01 22:30:40,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Eberle, Gary.",https://catalog.hathitrust.org/Record/3019550,https://hdl.handle.net/2027/mdp.39015035021883,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015035318040,0,ic,3062946,,MIU,990030629460106381,34282103,"1566890403,9781566890403",,96033694,Her wild American self : short stories / by M. Evelina Galang.,"Coffee House Press, c1996.",bib,2012-03-21 09:30:54,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Galang, M. Evelina, 1961-",https://catalog.hathitrust.org/Record/3062946,https://hdl.handle.net/2027/mdp.39015035318040,Coffee House Press,True,True,"['cover illustration/design by patsy welch back cover photograph by kate kronick book', 'star tribune foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015036375510,0,ic,3062946,,MIU,990030629460106381,34282103,"1566890403,9781566890403",,96033694,Her wild American self : short stories / by M. Evelina Galang.,"Coffee House Press, c1996.",bib,2012-04-19 19:30:58,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Galang, M. Evelina, 1961-",https://catalog.hathitrust.org/Record/3062946,https://hdl.handle.net/2027/mdp.39015036375510,Coffee House Press,True,True,"['cover illustration/design by patsy welch back cover photograph by kate kronick book', 'star tribune foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015037275685,0,ic,3042929,,MIU,990030429290106381,31188334,,,,Asian American voices : a Coffee House Press sampler.,"Coffee House Press, c1994.",bib,2012-06-20 10:03:29,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3042929,https://hdl.handle.net/2027/mdp.39015037275685,Coffee House Press,True,True,"[""lila wallace reader's digest fund"", None]"
mdp.39015037433144,0,ic,3062942,,MIU,990030629420106381,34281518,"1566890446,1566890454,9781566890441,9781566890458",,96006492,Avalanche : poems / by Quincy Troupe ; art by Jose Bedia.,"Coffee House Press ; Distributed to the trade by Consortium Book Sales, c1996.",bib,2012-04-19 19:30:59,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Troupe, Quincy.",https://catalog.hathitrust.org/Record/3062942,https://hdl.handle.net/2027/mdp.39015037433144,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015037445429,0,ic,3065562,,MIU,990030655620106381,34112809,"1566890411,9781566890410",,96002563,American heaven / Maxine Chernoff.,"Coffee House Press, 1996.",bib,2012-09-07 19:30:24,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Chernoff, Maxine, 1952-",https://catalog.hathitrust.org/Record/3065562,https://hdl.handle.net/2027/mdp.39015037445429,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'star tribune foundation', 'andrew w. mellon foundation']"
mdp.39015037454413,0,ic,3065694,,MIU,990030656940106381,34284365,"1566890462,9781566890465",,96011110,"Cant be wrong : poems / by Michael Lally, 1985-1992.","Coffee House Press, 1996.",bib,2008-11-01 21:30:19,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Lally, Michael, 1942-",https://catalog.hathitrust.org/Record/3065694,https://hdl.handle.net/2027/mdp.39015037454413,Coffee House Press,True,True,"[None, 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
mdp.39015037699207,0,ic,3073486,,MIU,990030734860106381,34113215,"156689042X,9781566890427",,96003143,The ivory crocodile : a novel / by Eileen Drew.,"Coffee House Press, 1996.",bib,2008-11-01 22:30:19,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Drew, Eileen, 1957-",https://catalog.hathitrust.org/Record/3073486,https://hdl.handle.net/2027/mdp.39015037699207,Coffee House Press,True,True,"['chris fischbach excerpts from revolutionary path', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation']"
mdp.39015037775866,0,ic,3079484,,MIU,990030794840106381,34112844,"1566890470,9781566890472",,96002578,The worldwide church of the handicapped : and other stories / by Marie Sheppard Williams.,"Coffee House Press, c1996.",bib,2008-07-16 00:30:05,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Williams, Marie Sheppard, 1931-",https://catalog.hathitrust.org/Record/3079484,https://hdl.handle.net/2027/mdp.39015037775866,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""lila wallace reader's digest fund"", 'mcknight foundation', 'lannan foundation', 'jerome foundation', 'target', 'target', 'general mills foundation', 'st. paul companies', 'honeywell foundation', 'star tribune foundation', 'beverly j. and john a. rollwagen fund of the minneapolis foundation', 'prudential foundation', 'andrew w. mellon foundation']"
